Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Next Day Close,Rendement
2023-07-04 00:00:00+05:30,1203.0895579356743,1203.0895579356743,1179.371434501982,1186.4754638671875,8061643,0.0,0.0,1184.527587890625,-0.0016417330453793039
2023-07-05 00:00:00+05:30,1195.7564400923563,1195.7564400923563,1180.5402391428015,1184.527587890625,10248062,0.0,0.0,1209.3914794921875,0.020990555100400366
2023-07-06 00:00:00+05:30,1180.6548305467759,1212.0038470194174,1180.6548305467759,1209.3914794921875,19117987,0.0,0.0,1207.0311279296875,-0.0019516852917560576
2023-07-07 00:00:00+05:30,1207.6727939512346,1221.3994521703457,1204.464463843499,1207.0311279296875,13375267,0.0,0.0,1253.5277099609375,0.03852144402522695
2023-07-10 00:00:00+05:30,1232.3762479900417,1263.1295462924625,1226.005654342983,1253.5277099609375,33240016,0.0,0.0,1267.1168212890625,0.01084069480087398
2023-07-11 00:00:00+05:30,1261.7086664543035,1269.5458903174203,1254.6964071436632,1267.1168212890625,20069348,0.0,0.0,1268.5146484375,0.0011031557035250021
2023-07-12 00:00:00+05:30,1267.8500701216137,1284.212128884572,1265.718861293945,1268.5146484375,18733835,0.0,0.0,1257.1712646484375,-0.008942256837975641
2023-07-13 00:00:00+05:30,1275.9165681293327,1282.8371779828115,1254.535984865038,1257.1712646484375,14682934,0.0,0.0,1256.1171875,-0.0008384515125966295
2023-07-14 00:00:00+05:30,1260.379484062722,1265.375217134004,1248.9673332187003,1256.1171875,15124144,0.0,0.0,1281.7830810546875,0.020432722209437565
2023-07-17 00:00:00+05:30,1259.0046043501054,1290.1932337077706,1250.2964703895977,1281.7830810546875,22220040,0.0,0.0,1292.6680908203125,0.008492084133821227
2023-07-18 00:00:00+05:30,1291.0868987604547,1300.4594895542746,1280.0871700514763,1292.6680908203125,25867313,0.0,0.0,1302.4761962890625,0.007587489424702893
2023-07-19 00:00:00+05:30,1297.0451292402618,1308.9614722453714,1281.9205773427532,1302.4761962890625,39122156,0.0,0.0,1300.8988037109375,-0.0012110720968407814
2023-07-20 00:00:00+05:30,1281.1110515738374,1306.4104878232313,1281.1110515738374,1300.8988037109375,38717624,0.0,0.0,1260.628173828125,-0.030956005008181037
2023-07-21 00:00:00+05:30,1295.511139544098,1298.4407636179003,1253.105419037273,1260.628173828125,30249238,0.0,0.0,1235.130126953125,-0.020226461223352307
2023-07-24 00:00:00+05:30,1231.9522253270634,1248.8102333463848,1226.1425595139197,1235.130126953125,23727866,0.0,0.0,1234.335693359375,-0.0006431982966116653
2023-07-25 00:00:00+05:30,1238.4074176398622,1243.9688060153449,1231.4556518632148,1234.335693359375,12026020,0.0,0.0,1254.3963623046875,0.016252198695409406
2023-07-26 00:00:00+05:30,1233.9383344858063,1264.7247235152308,1233.9383344858063,1254.3963623046875,12911012,0.0,0.0,1242.7274169921875,-0.009302438737195304
2023-07-27 00:00:00+05:30,1258.2944552480367,1260.0819794212514,1236.5950392165305,1242.7274169921875,17226898,0.0,0.0,1255.2159423828125,0.010049287735882881
2023-07-28 00:00:00+05:30,1247.3703532800894,1262.6642634494767,1241.659973795647,1255.2159423828125,20827852,0.0,0.0,1265.842041015625,0.008465554231760848
2023-07-31 00:00:00+05:30,1255.2158191620024,1268.1509718279565,1250.299855003079,1265.842041015625,8551174,0.0,0.0,1247.9412841796875,-0.01414138277598614
2023-08-01 00:00:00+05:30,1268.697295490694,1270.6835143486048,1244.0185504269846,1247.9412841796875,9536632,0.0,0.0,1234.60888671875,-0.01068351342323074
2023-08-02 00:00:00+05:30,1245.9550894265685,1247.3454668998409,1223.3122667458315,1234.60888671875,12748214,0.0,0.0,1229.4197998046875,-0.004203020867485947
2023-08-03 00:00:00+05:30,1229.121939706065,1241.8336679768306,1220.5563706672863,1229.4197998046875,10168350,0.0,0.0,1246.1287841796875,0.013590951095512276
2023-08-04 00:00:00+05:30,1240.7908215292964,1249.3315375240888,1227.2845588829773,1246.1287841796875,22885610,0.0,0.0,1253.2296142578125,0.005698311577642752
2023-08-07 00:00:00+05:30,1251.814384886759,1255.488841134543,1243.8695097744273,1253.2296142578125,5982870,0.0,0.0,1245.681884765625,-0.006022622994476088
2023-08-08 00:00:00+05:30,1255.2902665873837,1258.4930201182456,1241.1633097871697,1245.681884765625,9844072,0.0,0.0,1253.89990234375,0.006597204052358215
2023-08-09 00:00:00+05:30,1243.795086951167,1255.7868344468004,1232.0019128435704,1253.89990234375,11486586,0.0,0.0,1259.4862060546875,0.004455143269806273
2023-08-10 00:00:00+05:30,1253.7758267259185,1266.214546813986,1245.5826737759458,1259.4862060546875,15470598,0.0,0.0,1264.7991943359375,0.004218377506406217
2023-08-11 00:00:00+05:30,1257.4998648454127,1270.6089810278029,1247.5191885964646,1264.7991943359375,22179330,0.0,0.0,1279.74560546875,0.011817220630552246
2023-08-14 00:00:00+05:30,1260.75238812112,1282.253230959174,1253.8006222945364,1279.74560546875,9575812,0.0,0.0,1278.702880859375,-0.000814790537212329
2023-08-16 00:00:00+05:30,1266.711132467827,1282.5015973300794,1266.711132467827,1278.702880859375,10203112,0.0,0.0,1260.2557373046875,-0.014426450296483082
2023-08-17 00:00:00+05:30,1274.7055265195872,1280.1676278239024,1257.6985292766065,1260.2557373046875,13673744,0.0,0.0,1269.591064453125,0.007407486331625826
2023-08-18 00:00:00+05:30,1256.9040677896994,1279.9194263226734,1245.6323004942694,1269.591064453125,18639978,0.0,0.0,1255.738037109375,-0.01091140898169221
2023-08-21 00:00:00+05:30,1265.6792722383425,1273.403057784055,1253.5703454061634,1255.738037109375,9221746,4.5,0.0,1255.43896484375,-0.00023816453494826385
2023-08-22 00:00:00+05:30,1254.1931930195988,1264.6826161104336,1245.2735154216373,1255.43896484375,7713044,0.0,0.0,1256.8343505859375,0.00111147238636262
2023-08-23 00:00:00+05:30,1257.83096812215,1267.1244996417786,1254.21822955338,1256.8343505859375,9517952,0.0,0.0,1235.7060546875,-0.016810724411365323
2023-08-24 00:00:00+05:30,1265.6543373767377,1265.6543373767377,1231.3209133840314,1235.7060546875,14140020,0.0,0.0,1230.00048828125,-0.004617252124489178
2023-08-25 00:00:00+05:30,1223.8463263728836,1248.263455848564,1217.1690375873975,1230.00048828125,22222400,0.0,0.0,1217.741943359375,-0.009966292728065958
2023-08-28 00:00:00+05:30,1231.8191648017903,1237.798869485294,1211.438386668476,1217.741943359375,12580826,0.0,0.0,1206.0816650390625,-0.009575327830250622
2023-08-29 00:00:00+05:30,1221.8780285188975,1222.5756121252018,1200.0022007952118,1206.0816650390625,16876644,0.0,0.0,1204.935546875,-0.000950282387408136
2023-08-30 00:00:00+05:30,1211.8869298921998,1217.3683263678636,1203.4156807934467,1204.935546875,12168946,0.0,0.0,1199.42919921875,-0.004569827548478183
2023-08-31 00:00:00+05:30,1207.4021394711388,1208.3987570026875,1195.8911583187871,1199.42919921875,21638600,0.0,0.0,1202.2445068359375,0.0023472061702526957
2023-09-01 00:00:00+05:30,1199.2048965822742,1208.7225203155078,1196.7631108147625,1202.2445068359375,18112842,0.0,0.0,1201.2728271484375,-0.0008082213576149022
2023-09-04 00:00:00+05:30,1202.2445048372767,1207.7259008493393,1198.5820086782048,1201.2728271484375,9347626,0.0,0.0,1207.701171875,0.005351277895648404
2023-09-05 00:00:00+05:30,1205.9072116575028,1212.858594599831,1202.1449561491547,1207.701171875,8675876,0.0,0.0,1210.242431640625,0.0021042123869761606
2023-09-06 00:00:00+05:30,1206.4553581511952,1213.9548074808367,1204.5368208088998,1210.242431640625,8200370,0.0,0.0,1211.8868408203125,0.0013587436175562869
2023-09-07 00:00:00+05:30,1206.754236529765,1215.0012704071246,1201.422357408624,1211.8868408203125,13652572,0.0,0.0,1219.95947265625,0.00666120925157767
2023-09-08 00:00:00+05:30,1215.8733651866949,1223.8463052862799,1207.3771765615925,1219.95947265625,23109288,0.0,0.0,1233.1148681640625,0.010783469289491159
2023-09-11 00:00:00+05:30,1221.8530418720986,1234.236062839516,1221.8530418720986,1233.1148681640625,13271074,0.0,0.0,1215.30029296875,-0.01444680917831762
2023-09-12 00:00:00+05:30,1237.3005747017125,1237.3005747017125,1213.8551246595125,1215.30029296875,16255666,0.0,0.0,1221.379638671875,0.005002340358426395
2023-09-13 00:00:00+05:30,1215.8733028663476,1227.159946953354,1209.0215578194573,1221.379638671875,12803338,0.0,0.0,1222.5008544921875,0.0009179912492496659
2023-09-14 00:00:00+05:30,1225.8394987141144,1228.729713733621,1218.3648676243943,1222.5008544921875,9209636,0.0,0.0,1224.7681884765625,0.0018546686295093217
2023-09-15 00:00:00+05:30,1229.8259735378333,1229.8259735378333,1220.6072618237126,1224.7681884765625,25468592,0.0,0.0,1214.1043701171875,-0.008706805467113964
2023-09-18 00:00:00+05:30,1215.8983303400107,1221.354787003095,1211.9118602069937,1214.1043701171875,7516300,0.0,0.0,1187.046142578125,-0.02228657453596909
2023-09-20 00:00:00+05:30,1207.4270434892683,1209.694372637889,1173.5171086509097,1187.046142578125,57081884,0.0,0.0,1178.4005126953125,-0.00728331407912687
2023-09-21 00:00:00+05:30,1183.458297657559,1191.0077479349486,1176.0086064524028,1178.4005126953125,12226182,0.0,0.0,1173.4921875,-0.004165243601333698
2023-09-22 00:00:00+05:30,1183.9816112068631,1187.1956783704497,1171.0255834748014,1173.4921875,19176786,0.0,0.0,1166.2667236328125,-0.006157232186249642
2023-09-25 00:00:00+05:30,1171.2248715084886,1176.3574761147186,1163.600844736979,1166.2667236328125,14254884,0.0,0.0,1167.2882080078125,0.000875858287217671
2023-09-26 00:00:00+05:30,1165.3199128423328,1171.1251609235717,1163.8499264102609,1167.2882080078125,10087782,0.0,0.0,1180.443603515625,0.011270049176856289
2023-09-27 00:00:00+05:30,1167.786609346333,1181.8887719515524,1165.2950654817153,1180.443603515625,11722778,0.0,0.0,1163.1025390625,-0.014690294734521355
2023-09-28 00:00:00+05:30,1187.4697890502082,1187.4697890502082,1158.5678806301862,1163.1025390625,14518346,0.0,0.0,1168.5340576171875,0.00466985357891617
2023-09-29 00:00:00+05:30,1166.9394938956318,1180.5433475545983,1163.1025407244908,1168.5340576171875,12342014,0.0,0.0,1155.1544189453125,-0.011449934714917977
2023-10-03 00:00:00+05:30,1161.0344867242761,1163.8500042507808,1154.0831037597964,1155.1544189453125,8859056,0.0,0.0,1153.1611328125,-0.0017255581592566858
2023-10-04 00:00:00+05:30,1150.5948914404187,1155.5779788871073,1143.6684485524847,1153.1611328125,10286386,0.0,0.0,1153.1363525390625,-2.148899467072932e-05
2023-10-05 00:00:00+05:30,1155.7025939953498,1160.7603792567368,1150.5949291948962,1153.1363525390625,10953682,0.0,0.0,1155.0797119140625,0.0016852815113502968
2023-10-06 00:00:00+05:30,1154.60634292099,1158.468235831833,1152.1147991075431,1155.0797119140625,5431026,0.0,0.0,1145.238037109375,-0.008520342538420168
2023-10-09 00:00:00+05:30,1150.1464267559231,1152.0648423692783,1143.6185337391562,1145.238037109375,7576878,0.0,0.0,1150.2958984375,0.004416427995084094
2023-10-10 00:00:00+05:30,1149.3741002215268,1155.0298316802025,1147.978811355353,1150.2958984375,10236032,0.0,0.0,1168.5589599609375,0.01587683790600754
2023-10-11 00:00:00+05:30,1153.3106635291579,1170.876046988333,1152.5881401722484,1168.5589599609375,9814118,0.0,0.0,1170.7265625,0.001854936390316975
2023-10-12 00:00:00+05:30,1167.9610461833179,1175.6848320320562,1165.1205889001094,1170.7265625,12554450,0.0,0.0,1170.6767578125,-4.25416908570399e-05
2023-10-13 00:00:00+05:30,1166.0424621570608,1174.7628651860132,1160.635763616147,1170.6767578125,10150316,0.0,0.0,1168.0606689453125,-0.002234680794445654
2023-10-16 00:00:00+05:30,1168.5340379341021,1173.2929109062115,1164.0492591104744,1168.0606689453125,5929036,0.0,0.0,1173.6417236328125,0.004778052061747231
2023-10-17 00:00:00+05:30,1174.0154552081121,1175.8591733147746,1166.690340663721,1173.6417236328125,7928180,0.0,0.0,1158.069580078125,-0.013268225933964347
2023-10-18 00:00:00+05:30,1173.6417291217745,1179.4968571621866,1156.5746537699347,1158.069580078125,8918320,0.0,0.0,1149.1746826171875,-0.007680797090220985
2023-10-19 00:00:00+05:30,1152.089837486595,1156.9732875998106,1146.6084412009752,1149.1746826171875,12032556,0.0,0.0,1145.6617431640625,-0.0030569238134662497
2023-10-20 00:00:00+05:30,1146.1101723946424,1153.435286991073,1144.2664542748817,1145.6617431640625,8913312,0.0,0.0,1127.7723388671875,-0.015614909377586835
2023-10-23 00:00:00+05:30,1141.127037701022,1149.2245548899484,1123.8108086354716,1127.7723388671875,7853962,0.0,0.0,1125.15625,-0.0023196958969709087
2023-10-25 00:00:00+05:30,1121.2196594250643,1136.7419287697721,1117.7065583053281,1125.15625,11620688,0.0,0.0,1109.484375,-0.013928621024857658
2023-10-26 00:00:00+05:30,1121.6929387491577,1125.1810998203457,1106.394885239857,1109.484375,15222534,0.0,0.0,1129.0679931640625,0.01765109865928711
2023-10-27 00:00:00+05:30,1116.2116030474801,1132.9049462180562,1114.193428272988,1129.0679931640625,11771084,0.0,0.0,1152.3389892578125,0.020610801328745612
2023-10-30 00:00:00+05:30,1133.1541023015204,1158.5678486592062,1131.1359275239868,1152.3389892578125,16813304,0.0,0.0,1140.08056640625,-0.010637861745403397
2023-10-31 00:00:00+05:30,1160.062796398939,1160.062796398939,1137.5890225995513,1140.08056640625,12808438,0.0,0.0,1144.814453125,0.004152238761223786
2023-11-01 00:00:00+05:30,1140.7034060109795,1154.8305074839402,1133.752023404208,1144.814453125,10309190,0.0,0.0,1156.1759033203125,0.009924272151088894
2023-11-02 00:00:00+05:30,1153.061473724664,1158.2190177980203,1150.0716213128414,1156.1759033203125,10562104,0.0,0.0,1155.9267578125,-0.0002154910053885421
2023-11-03 00:00:00+05:30,1159.6640733559236,1163.5259660841282,1153.958462624445,1155.9267578125,8850156,0.0,0.0,1165.544189453125,0.008320104691429783
2023-11-06 00:00:00+05:30,1162.2055450931427,1166.042498213045,1158.8669007331605,1165.544189453125,10647304,0.0,0.0,1157.9698486328125,-0.006498544532975958
2023-11-07 00:00:00+05:30,1163.0775131044059,1165.5939965170132,1155.8520365348347,1157.9698486328125,6960204,0.0,0.0,1163.9993896484375,0.0052069931032694295
2023-11-08 00:00:00+05:30,1162.0560341376731,1166.5408130001256,1156.9483693221023,1163.9993896484375,7884494,0.0,0.0,1151.3673095703125,-0.010852308163099867
2023-11-09 00:00:00+05:30,1163.9745453088372,1163.9993634204725,1148.203000336806,1151.3673095703125,14513610,0.0,0.0,1153.534912109375,0.0018826333881856035
2023-11-10 00:00:00+05:30,1148.8757981483514,1154.2575571449777,1145.138482408668,1153.534912109375,7734954,0.0,0.0,1153.385498046875,-0.00012952712651477424
2023-11-13 00:00:00+05:30,1157.521363405594,1158.3685856187403,1151.9403296565872,1153.385498046875,3854810,0.0,0.0,1174.2396240234375,0.018080794332750456
2023-11-15 00:00:00+05:30,1166.0424694563903,1176.9803221354077,1159.5644557371882,1174.2396240234375,12220648,0.0,0.0,1176.357421875,0.001803548277740821
2023-11-16 00:00:00+05:30,1171.573730950445,1183.0596501175335,1169.5056766785162,1176.357421875,13134910,0.0,0.0,1173.7911376953125,-0.002181551399231274
2023-11-17 00:00:00+05:30,1172.4705465839068,1182.6111777677033,1172.0470571634735,1173.7911376953125,7758634,0.0,0.0,1170.70166015625,-0.0026320504899436828
2023-11-20 00:00:00+05:30,1170.3029888419037,1175.2112568239902,1164.2484647951942,1170.70166015625,4490186,0.0,0.0,1185.4266357421875,0.012577906128511172
2023-11-21 00:00:00+05:30,1178.9985015354105,1189.9612940264415,1176.1082864562932,1185.4266357421875,8214450,0.0,0.0,1190.0609130859375,0.003909375075622888
2023-11-22 00:00:00+05:30,1183.4832620242737,1193.1753427228437,1182.0879732154583,1190.0609130859375,8534814,0.0,0.0,1193.6986083984375,0.003056730350942391
2023-11-23 00:00:00+05:30,1190.0609301987408,1195.9409977692549,1190.0609301987408,1193.6986083984375,8531542,0.0,0.0,1192.9012451171875,-0.0006679770552131304
2023-11-24 00:00:00+05:30,1191.755232340062,1197.2366284850898,1191.4811382013293,1192.9012451171875,6749486,0.0,0.0,1193.150390625,0.00020885677572415025
2023-11-28 00:00:00+05:30,1192.901236256622,1195.7914512612867,1183.60782697909,1193.150390625,13792174,0.0,0.0,1196.289794921875,0.002631189095308016
2023-11-29 00:00:00+05:30,1199.9274731378698,1201.895768374035,1194.9693253938858,1196.289794921875,12531306,0.0,0.0,1184.7041015625,-0.009684687948150236
2023-11-30 00:00:00+05:30,1193.2999274144302,1196.2897798846666,1180.9418462059707,1184.7041015625,28439984,0.0,0.0,1193.1007080078125,0.007087513611405802
2023-12-01 00:00:00+05:30,1184.9782507548393,1194.1470834265622,1184.7789759105292,1193.1007080078125,14342842,0.0,0.0,1206.0068359375,0.010817299699065294
2023-12-04 00:00:00+05:30,1220.8564613085723,1220.8564613085723,1195.2434397220431,1206.0068359375,15590990,0.0,0.0,1214.752197265625,0.00725150228632553
2023-12-05 00:00:00+05:30,1215.3750832246371,1216.2970031069408,1206.729377450582,1214.752197265625,12693624,0.0,0.0,1226.3876953125,0.00957849516392413
2023-12-06 00:00:00+05:30,1219.4113729147537,1232.2925809190049,1213.381788465167,1226.3876953125,16422442,0.0,0.0,1224.3695068359375,-0.0016456365994835251
2023-12-07 00:00:00+05:30,1225.8394932789167,1226.3128622476854,1216.8699360110222,1224.3695068359375,8142096,0.0,0.0,1223.7216796875,-0.0005291108156651497
2023-12-08 00:00:00+05:30,1227.7580291162037,1234.1612233859294,1218.364860770004,1223.7216796875,10204894,0.0,0.0,1225.515625,0.0014659749371753528
2023-12-11 00:00:00+05:30,1223.8462420898877,1229.6266720265642,1222.0522819971522,1225.515625,7066138,0.0,0.0,1207.92529296875,-0.014353413104178089
2023-12-12 00:00:00+05:30,1225.8394673573903,1228.3060712224215,1205.9818159406923,1207.92529296875,9197124,0.0,0.0,1212.8585205078125,0.004084050203914495
2023-12-13 00:00:00+05:30,1206.903755459549,1215.0511519349654,1199.0803326561356,1212.8585205078125,10031182,0.0,0.0,1227.907470703125,0.012407836479568652
2023-12-14 00:00:00+05:30,1222.8496854998207,1233.289229591819,1217.1938324642308,1227.907470703125,16972354,0.0,0.0,1243.579345703125,0.012763074884645797
2023-12-15 00:00:00+05:30,1234.8090631774007,1245.7718555058523,1230.8475330083736,1243.579345703125,15932152,0.0,0.0,1256.236328125,0.01017786477847836
2023-12-18 00:00:00+05:30,1243.5793348465209,1263.1627709181807,1241.2621262210648,1256.236328125,14165188,0.0,0.0,1274.7236328125,0.01471642259788275
2023-12-19 00:00:00+05:30,1273.1788270599538,1282.5968135560647,1258.3292023189276,1274.7236328125,16820604,0.0,0.0,1259.3009033203125,-0.012098880961482919
2023-12-20 00:00:00+05:30,1281.1767303428394,1295.0297378629468,1255.7380444365613,1259.3009033203125,17736722,0.0,0.0,1276.941162109375,0.014007977555286141
2023-12-21 00:00:00+05:30,1259.2262610152907,1282.397618806035,1254.8660592804733,1276.941162109375,13765454,0.0,0.0,1278.1868896484375,0.0009755559426126468
2023-12-22 00:00:00+05:30,1275.471131279396,1286.0850103793666,1269.5162443624122,1278.1868896484375,16541784,0.0,0.0,1284.6649169921875,0.005068137841354145
